artist,track_name,track_id,release_year,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence
Ilaiyaraaja,Pesa Koodathu,1lNoucQKZACkw0mUP4q8xy,1983,274026,40,0.668,0.604,0.496,1.26E-06,0.175,-10.422,0.0835,133.017,4,0.662
Ilaiyaraaja,Singalathu Chinnakuyile,1P3oRYcWTwcsEBxUbR3dfw,1986,257802,42,0.835,0.683,0.638,0.0783,0.0872,-6.13,0.04,146.297,4,0.858
Ilaiyaraaja,Chinnamani Kuyile,4Z1uAlMUODGDArqJcPBztL,1986,265299,45,0.497,0.629,0.574,0,0.198,-10.155,0.0462,77.541,4,0.841
Ilaiyaraaja,Kalyaana Maalai,5516Fo5YISqWZVqda1Q6O4,1989,279013,51,0.977,0.515,0.471,0.537,0.32,-10.979,0.0297,151.502,5,0.692
Shankar - Ganesh,Sangathil Padatha,1YS53PnTAikJSZjSN15tbR,1982,258146,45,0.929,0.554,0.358,0.207,0.217,-11.017,0.043,80.783,4,0.78
A.R. Rahman,Vennilave Vennilave Vinnai,1Q3oZnMXBy55s8uFJmR1bE,1997,351720,0,0.431,0.639,0.319,1.89E-06,0.154,-11.631,0.032,91.024,4,0.61
G. V. Prakash,Maalai Neram,3S4ELYAcxunw60elgJwAwn,2009,356960,44,0.826,0.563,0.428,0.000232,0.103,-10.57,0.0424,71.904,4,0.378
Ilaiyaraaja,Sangeetha Megam,2YvRO5uZSMxkyIXHqNIkeR,1984,269688,53,0.628,0.601,0.536,0,0.104,-9.109,0.0363,94.494,4,0.606
Various Artists,Kappal Yeari Poyachu,4m5r3o8cl3G4QrcsY0GDsW,2021,387584,40,0.276,0.629,0.362,8.30E-06,0.22,-18.015,0.109,115.082,4,0.124
Vidyasagar,Malare,0kkkNUhAlQwm2WyMMt63qo,1995,305133,54,0.37,0.652,0.44,3.81E-05,0.0666,-11.325,0.0271,111.003,4,0.614
Ilaiyaraaja,Kaathalin Deepam Ondru - Male version,0523YjBhkcVoAGONOUFrf6,1984,276133,43,0.927,0.518,0.357,0.00242,0.39,-10.411,0.0283,111.315,4,0.386
Tajmeel Sherif,Kannukulle Unnai Vaithen,1M7AFiPTiPLVBi3UjItJjW,2022,316000,35,0.826,0.617,0.278,0,0.0987,-9.489,0.033,79.997,4,0.435
Ilaiyaraaja,Adiye Manam Nilluna,36nz1S00PSo4OlqS30ymEZ,1985,314666,43,0.569,0.671,0.76,0.239,0.0552,-5.943,0.276,77.044,4,0.935
Ilaiyaraaja,Aasai Nooruvagai,7nt3fQGEDgk3kHwyvqkStF,1983,270600,43,0.93,0.521,0.449,0.645,0.136,-12.102,0.0469,76.842,4,0.597
Ilaiyaraaja,Aattama Therottama,6B8UmdUMhZyyAJKTYibavN,1991,314514,54,0.57,0.817,0.474,0.197,0.147,-12.221,0.0481,119.802,4,0.595
Ilaiyaraaja,Aasaiye Kaathule,1emHMHsFrLEAJ70yX5sy86,2020,280117,37,0.399,0.701,0.483,0.273,0.082,-9.191,0.246,146.581,4,0.522
Ilaiyaraaja,"Vechikkava Unna Mattum (From ""Nallavanukku Nallavan"")",43zj0jVHCLV3lgjHf3UJhi,2020,268751,0,0.783,0.466,0.644,0.000177,0.206,-10.221,0.0721,72.331,4,0.891
Ilaiyaraaja,Illamai Etho Ehto,2kcIwwPjeDxbS041nXMRgp,1982,349493,45,0.632,0.666,0.656,0,0.289,-7.895,0.0911,139.361,4,0.876
Ilaiyaraaja,Nila Adhu Vanathumele,2HRDR52ijh8GjiBr1MD1A2,1987,301267,56,0.746,0.743,0.667,0.706,0.135,-6.956,0.0519,175.558,4,0.943
Ilaiyaraaja,Maasi Masam Alana Ponnu,7mqVlAqdk16J7JACoUeAN3,1991,299885,50,0.84,0.558,0.336,0.153,0.333,-13.023,0.0511,74.61,4,0.546
Various Artists,"Nethu Raathiri Yamma (From ""Sakalakala Vallavan"")",1YQmfcHNmeFKKXHNeZanvh,2020,270811,26,0.751,0.538,0.73,0.000994,0.206,-6.087,0.155,85.812,4,0.81
K. Bhagyaraj,Naan Aalana,6o5mhB8gAmIpwEI9Zg4CWO,2018,244532,18,0.923,0.741,0.534,0.105,0.344,-10.017,0.146,103.604,3,0.924
Various Artists,"Adikuthu Kuliru (From ""Mannan"")",1V4hvdAsPihNtq0EpIcrPi,2021,314331,29,0.778,0.734,0.495,2.01E-06,0.0854,-7.136,0.0456,141.703,4,0.652
Ilaiyaraaja,Siva Rathiri,2gd9VDfthon1cPj4OPivQk,1991,310360,42,0.94,0.836,0.298,0.143,0.068,-11.067,0.0644,142.006,4,0.692
Ilaiyaraaja,Antha Nilava Thaan,3ykmGVUDYCpdG04Eaw40pX,1985,271751,46,0.622,0.62,0.507,0.443,0.0615,-7.234,0.145,76.713,4,0.661
Ilaiyaraaja,Jivvu Jivvu Jivvu,3sDX2fkO0y7E00BAfEWFPn,1988,268133,14,0.786,0.798,0.42,0.0057,0.152,-11.693,0.0577,76.218,4,0.818
Various Artists,"Rendula Nee Onna Thodu (From ""Thirumadhi Palanisami"")",5pTkOjkLFnpysRz1WQXtJp,2021,302960,20,0.657,0.651,0.38,4.90E-05,0.117,-13.539,0.314,65.972,4,0.943
Various Artists,"Manam Virumbuthe (From ""Naerukku Naer"")",5Qf6VBJywTKzw2pzVuLpWL,2013,358138,26,0.0882,0.756,0.739,2.87E-05,0.0977,-10.012,0.05,94.954,4,0.51
Various Artists,"Oru Ponnu Onnu (From ""Kushi"")",2HRjjO0mjWCm6GiNpJzVc7,2013,336248,27,0.047,0.846,0.621,0.00024,0.104,-10.15,0.0729,93.982,4,0.836
Various Artists,"Mottu Onru (From ""Kushi"")",1bjTMnYj2PBeSqE68zHcxW,2013,367072,26,0.137,0.869,0.556,0.000284,0.0573,-13.019,0.0516,110.949,4,0.963
Deva,"Semmeena Vinmeena (From ""Ananda Poonkaatrae"")",1PsiMbTzsgA9X6OydkQRor,2013,328280,26,0.000949,0.34,0.585,0.000748,0.0307,-12.976,0.0637,87.078,4,0.706
Deva,"Pooja Vaa (From ""Priyamudan"")",06mYaq97ayFA8EejHtKvR3,2013,370808,26,0.07,0.693,0.761,1.74E-05,0.334,-8.65,0.0483,103.966,4,0.444
Deva,"Bharathikku (From ""Priyamudan"")",32LkOgrvY0TLREWec985Yd,2013,320391,25,0.0271,0.735,0.723,0.00299,0.164,-8.657,0.0417,94.949,4,0.679
Deva,"Macarina Macarina (From ""Kushi"")",11EbVTpXDdg6IHDXGEyWCP,2013,399960,25,0.0141,0.848,0.728,0.000188,0.304,-11.715,0.0552,124.977,4,0.908
Deva,Ennoda Kadhal,1DHVwZyjvVHKKCW2AktvHj,2002,288973,0,0.0527,0.818,0.446,0.00755,0.127,-13.77,0.0542,112.984,4,0.327
Deva,"Manasae (From ""Nenjinilea"") - Reprise",4EW0inG243k50rC3qJWdIi,2013,334133,24,0.00529,0.7,0.717,2.12E-05,0.172,-9.942,0.0438,129.032,4,0.502
Deva,"Manasay (From ""Nenjinilea"")",2vmeo2O121H82WI5EzlhU1,2013,335653,23,0.0147,0.67,0.675,5.87E-05,0.126,-10.275,0.0397,129.002,4,0.531
Deva,Ennavale Ennavale,3zC8ODmqADFVMvY8D7YxSS,1998,298440,46,0.0771,0.578,0.687,0,0.0461,-10.27,0.138,110.623,4,0.678
Deva,Vanna Nilave,6Nl1XKN65Im2UyRk7gqrNW,1998,311040,41,0.141,0.718,0.589,4.78E-06,0.142,-10.932,0.118,84.997,4,0.611
Hariharan,"Aval Varuvala (From ""Naerukku Naer"")",3mRBLEypRujLNuJA5pURGM,2013,366367,29,0.0365,0.825,0.562,0.00581,0.0686,-11.49,0.0911,79.989,4,0.576
Hariharan,Kanchipattu Chellakatti (From Rettai Jadai Vayasu),5d0TPGR9SGoYwTZGLpregu,2013,314540,25,0.0141,0.749,0.466,0.0762,0.161,-16.092,0.053,105.969,4,0.609
Deva,Chinna Chinna,1rJYlMH8V0L3A6eNjEWBSX,1997,345853,45,0.209,0.753,0.834,5.83E-05,0.313,-7.715,0.094,105.834,4,0.864
Deva,Yeno Yeno,2NyJGQ077PzguJoVWObOxd,2000,369720,31,0.0125,0.395,0.554,0.000138,0.168,-11.337,0.183,81.993,3,0.473
Various Artists,Meenamma,1f9Q0McHYGClQIxNxQjW8A,2021,331218,44,0.057,0.655,0.886,0.132,0.0765,-6.99,0.12,177.165,4,0.798
Deva,Mudhan Mudhalil (Male),6JheScIMFXcSZma8PykhUS,1997,286740,40,0.0208,0.664,0.757,8.15E-06,0.199,-7.395,0.0329,127.778,4,0.575
Deva,Oru Kaditham - Male Version,3h4RqnBiESdwQeByiitGk7,1994,306226,48,0.233,0.591,0.462,5.81E-05,0.348,-12.627,0.0337,127.731,4,0.37
Deva,Kanave Kalaiyathe,2SX9Hs1Lann5hg40RlNNe5,1998,345186,39,0.151,0.687,0.678,0.00473,0.0411,-10.569,0.0405,91.951,4,0.722
Deva,Uyire Uyire,5m5yEB5DfTI10k7GQAtLnp,2000,330746,38,0.11,0.384,0.568,0,0.209,-8.465,0.0383,95.426,4,0.725
Various Artists,Konja Naal,1yX0MPmFAYosPyLyjTwpTf,2021,309582,46,0.139,0.816,0.719,1.50E-06,0.313,-10.108,0.0498,106.21,4,0.76
Deva,Un Marbile Vizhi Moodi,2tj1Oz2epCFiktmBXXbNqb,1998,295560,34,0.559,0.659,0.599,0.000952,0.281,-7.98,0.0306,117.899,4,0.791
Deva,Oru Penpura,4d7Vh1Y2vh39fjv2v9NaWr,2014,312607,45,0.576,0.705,0.457,9.45E-05,0.0888,-10.014,0.0341,108.174,4,0.508
Deva,Panju Mittai..,7E3Bf1KYklygL0VoBemMBk,2021,296453,44,0.521,0.59,0.874,0.0672,0.302,-3.168,0.187,139.924,4,0.877
Deva,Udhayam Theatre,1zKJCySgGvqk4TBoWgfyS4,2013,289680,49,0.129,0.599,0.649,0,0.289,-11.115,0.188,185.869,3,0.952
Various Artists,Vitha Vithama Soap,4EirBcASM9TJX7Jg0Cbo58,1998,296903,0,0.797,0.801,0.686,0.000296,0.0831,-9.576,0.0859,96.971,4,0.874
Deva,Kavalai Padathey,59C6mo0vZMoaQr7H7zIJz7,2019,265280,0,0.607,0.656,0.697,0.00171,0.277,-6.655,0.111,128.782,4,0.905
Deva,Meenatchi Meenatchi,4JCYujKSQCe0CFFO3IVFWq,2013,303386,47,0.0786,0.691,0.734,2.49E-06,0.327,-9.044,0.296,175.88,3,0.906
Deva,Salomiya,4xxIEr1BW8mwqEHmqn3OOX,1998,290946,51,0.334,0.546,0.717,0,0.166,-8.945,0.0789,175.71,4,0.911
Deva,Kathadikkuthu Kathadikkuthu,0FjI8i76Tp8q9mJYb8ObvP,1999,257507,50,0.786,0.779,0.969,0.00231,0.219,-7.777,0.105,153.204,4,0.863
Deva,Kothaval Chavadi Lady,54Q9bMiBRfnk3cCXbP4ZT6,1998,275893,46,0.105,0.764,0.749,1.92E-06,0.0448,-11.067,0.213,183.927,3,0.854
Bharadwaj,Marimuthu Marimuthu,2RIffyPW0BjQ6rl6XnEHj3,1997,288546,36,0.661,0.694,0.805,0.483,0.167,-14.549,0.0713,80.831,4,0.953
Deva,Kannai Kasakkum,55ZcGYKQgiDGAdV1qLSLIZ,2019,427093,0,0.198,0.824,0.643,4.77E-05,0.164,-12.707,0.0349,99.966,4,0.701
Srikanth Deva,Kadhaliye,0rdoUuXiHKsxhSdyvh7mAH,2004,298997,33,0.206,0.582,0.559,1.50E-06,0.115,-10.963,0.0447,180.059,4,0.638
Deva,Thanganiram,4NeFS1CD616JZbl1k8CvkA,2013,303706,42,0.197,0.542,0.839,0.00137,0.336,-8.423,0.118,110.017,3,0.641
Deva,Madaras Dhost,5rFhLbUyf36N5tHBc3RUto,2013,339080,20,0.184,0.755,0.861,1.17E-05,0.074,-7.932,0.128,107.987,4,0.84
Deva,Eswara Eswara,2wldjS7Y3YnrHlAEGD0ekp,1998,320786,29,0.0849,0.66,0.856,3.68E-06,0.0628,-9.959,0.216,179.86,4,0.62
Deva,Santha O Santha,5aH2ssIwy9P2HnX418q8ap,1998,319373,36,0.236,0.685,0.782,5.58E-05,0.148,-8.423,0.0535,119.97,4,0.75
Deva,Idam Tharuvaya,0vG7a44gHt0wusOcfKcm7o,2000,308880,25,0.00848,0.899,0.767,0.000216,0.077,-10.07,0.0793,94.972,4,0.686
Deva,Vada Vaa,7f3gMX0BxNcGfcYFrJL57f,2000,365040,18,0.00377,0.735,0.435,0.000507,0.339,-14.612,0.108,130.962,4,0.345
Deva,Paatukku Palaivanam,1n5nevJVBuflMXHMSTMTMm,2013,341880,22,0.494,0.709,0.634,0,0.118,-10.832,0.0536,142.007,4,0.815
Deva,Solaikuyil,4Nu4YdbzThyNoA9UipAoA5,2013,316386,22,0.401,0.658,0.617,0,0.428,-9.874,0.043,145.922,3,0.866
Deva,Meesakkaara Nanbaa,7CsOXNnES3zQr3ab7zziZh,2013,248250,19,0.485,0.219,0.621,0.000893,0.479,-7.261,0.0399,86.571,3,0.193
Deva,Azhage Bhramanidam (From 'Devathayai Kanden'),3hnQg76YVK1dFOcXvgFDDz,2019,270930,27,0.286,0.62,0.805,0,0.265,-6.226,0.0893,149.933,3,0.755
Deva,Merkey Vidhaitha Sooriyaney (From 'Citizen'),7KOzIwA4h23bQ2xokbsFLj,2019,373793,20,0.04,0.644,0.653,0,0.216,-9.645,0.0566,128.933,4,0.359
Deva,Vellerikka Pinju Vellerikka (From 'Kadhal Kottai'),5V2HewaBAA8I5bR8ho4IAv,2019,267349,32,0.756,0.752,0.957,0.000324,0.396,-2.48,0.306,137.735,4,0.833
Deva,Vai Raja Vai,5ZMczfMBMx79NvpPWEtGiA,2002,302306,0,0.102,0.781,0.724,0.000281,0.326,-12.874,0.109,111.984,4,0.885
M. S. Viswanathan,Kattruvaanga Ponen,11i6ckNYPgMWyXknbE7Eh1,1971,204120,37,0.908,0.391,0.559,9.42E-05,0.58,-6.734,0.0337,137.769,4,0.689
G.K. Venkatesh,Malligai En Mannan,5JG4mxQ7dvLlE0AD9NxhaN,1974,233053,41,0.986,0.419,0.437,1.62E-05,0.467,-11.663,0.0336,96.195,4,0.691
Ilaiyaraaja,Ninaivo Oru,7hSMVmqfHJag9UDfitFS7u,2020,286720,49,0.95,0.462,0.462,0.0232,0.11,-6.214,0.0288,131.683,3,0.354
Ilaiyaraaja,Uravugal Thodarkathai,1QqIYc3D1PNz8k2riaHTxO,1978,267426,33,0.955,0.365,0.373,0.00121,0.17,-12.731,0.0351,110.576,4,0.66
M. S. Viswanathan,Vethalaya Potendi,0VW87mMzfv2V10rYmygizT,1980,288506,39,0.866,0.496,0.885,3.59E-06,0.757,-6.316,0.495,94.04,3,0.598
M. S. Viswanathan,Vasanthakala Nadhigalile,37E2pERv9ARRk6JzIq1KUQ,1978,201840,37,0.972,0.433,0.536,1.86E-05,0.133,-7.242,0.0337,145.689,4,0.687
Various Artists,Aagaya Gangai,40wjCZ5O3zFufifZnFaC8R,2005,277866,44,0.903,0.355,0.685,0.618,0.482,-5.04,0.0355,88.07,4,0.628
Various Artists,Chendoora Poove,2tD8S5TvTaeMpRLiYZAftL,1977,256573,42,0.96,0.491,0.407,0.143,0.22,-13.371,0.0286,94.961,3,0.583
Ilaiyaraaja,Sorgam Madhuvile,4MOFJT8wyMHNbWh3xz6dyN,1978,274760,43,0.391,0.19,0.675,0.000227,0.234,-11.238,0.0522,77.455,4,0.565
Various Artists,Kannai Namadhey,0250Ik3qQ4CUFNi2iXClN3,1975,207386,35,0.899,0.317,0.895,6.95E-05,0.512,-4.266,0.0855,181.436,3,0.832
Ilaiyaraaja,Aayiram Malargale,69nECEwHKQ677KgGPne1L2,1979,322826,45,0.924,0.386,0.451,0.00243,0.0894,-6.763,0.0325,120.998,4,0.76
Ilaiyaraaja,Siruponmani Asaiyum,6Kov45Llkzzv6jci8DyhHO,1980,237184,42,0.843,0.46,0.533,0.353,0.356,-8.609,0.065,159.908,3,0.845
Various Artists,Sambo Siva Sambo,3e0eyWht0MjbdfeIfZaYQ7,1979,288933,37,0.872,0.414,0.919,0.722,0.196,-4.38,0.0862,114.762,3,0.483
Ilaiyaraaja,En Kanmani,7sQQVtoB0PRJaFywuWoHVr,1978,220320,46,0.927,0.297,0.73,0.000245,0.294,-3.84,0.0356,157.344,4,0.911
Various Artists,Senthazhampoovil,79LQ36w0w8jY6mD8P6LdQx,1978,275573,46,0.903,0.407,0.671,0.00533,0.111,-3.394,0.0353,78.291,4,0.833
Ilaiyaraaja,Manjal Nilaavukku,1bLuV1TylOMX3hqYoVczwJ,1979,275960,35,0.851,0.352,0.5,0.0315,0.375,-12.853,0.0367,135.941,4,0.702
Mohamed Raffee,Thanni Karuthiruchu,4Born4YgojYFoVq4Y8y7sq,1978,253760,38,0.853,0.466,0.521,0.0174,0.177,-10.398,0.0662,72.351,4,0.704
Ilaiyaraaja,Indha Minminikku,4RQkR4yG4Z6E2CeyGcws6F,2020,267781,38,0.92,0.314,0.624,0.0716,0.623,-6.3,0.0363,136.258,4,0.664
M. S. Viswanathan,Ammamma,4rlu8f5gEdZipnXBFV6uEW,1973,269280,38,0.988,0.292,0.741,0.00489,0.382,-3.79,0.0979,61.303,4,0.61
Ilaiyaraaja,Kettele Ange,6gqhmfnBUyQd0oD1XWWIts,1976,276960,30,0.939,0.317,0.598,0.841,0.0932,-14.56,0.0615,57.571,4,0.666
M. S. Viswanathan,Adi Ennadi Ulagam,30jWz0rdJ3hr9okAsOGrEA,1974,263840,31,0.957,0.341,0.623,0.035,0.291,-12.067,0.0763,179.837,3,0.748
Various Artists,Engeyum Eppodhum,2sj9zZcndE9Cuwrl97NE0I,1979,391560,40,0.82,0.365,0.762,0.191,0.27,-8.309,0.202,75.959,4,0.549
M. S. Viswanathan,Deivam Thantha,4bK3gcx5RTCkgvLrgx6Pdx,1974,277440,41,0.958,0.323,0.534,0.00196,0.129,-10.589,0.0381,90.762,4,0.59
Ilaiyaraaja,Chinna Kannan,59m1vY4JuxEkUnhrLcV8mO,1977,274226,35,0.861,0.372,0.833,0.682,0.295,-7.073,0.11,128.171,4,0.582
M. S. Viswanathan,Kelviyin Naayagane,1aWhPTxU5KajfbEu0pqzSS,1975,448253,32,0.898,0.553,0.538,0.0243,0.14,-10.681,0.181,109.313,4,0.711
Ilaiyaraaja,Machaanai Paatheengala,70wFLIv68bo7yjDT5fvEgA,1976,276613,32,0.947,0.335,0.564,0.908,0.534,-14.784,0.055,104.167,3,0.684
Various Artists,Oru Thanga Radhathil,1S0ukCJ6b0EOv7vD9akl6W,2005,266826,43,0.845,0.534,0.493,0.00182,0.199,-11.879,0.0383,119.373,4,0.808
Ilaiyaraaja,Kannan Oru,6zodeKMHzrHrggwF7nhNX1,1976,283240,40,0.969,0.382,0.542,0.000279,0.236,-9.167,0.0321,95.633,3,0.436
Mohamed Raffee,Orey Naal Unnai,5hNrkt1NQrKgs8jYNnnqfs,1978,253106,38,0.941,0.316,0.485,0.00756,0.588,-10.793,0.0339,92.741,3,0.692
Various Artists,Meenkodi Theril,2YPVwOGItjIfdq1bzQfVrW,1980,271920,31,0.945,0.463,0.491,0.0928,0.161,-12.866,0.0368,101.856,4,0.469
M. S. Viswanathan,Yezhu Swarangalukkul,1NRnxmoT0BCIGCBxkzy1Sq,1975,369986,34,0.962,0.347,0.665,0.0613,0.657,-10.24,0.0747,128.61,5,0.567
Ilaiyaraaja,Iru Paravaigal,3GuyoCdOOMGqogQ5G92QPh,1979,270826,39,0.899,0.361,0.625,0.0574,0.565,-5.515,0.0352,159.356,3,0.816
Ilaiyaraaja,Darling Darling,22vmzlHuJnpAJwVe20U7qe,2020,284119,33,0.513,0.472,0.564,0.0255,0.0694,-9.434,0.0365,134.606,4,0.776
Ilaiyaraaja,Annakkili Unnai Theduthey,6TioXSpfPbkrB73OIDrFQF,1976,298146,36,0.98,0.282,0.413,0.401,0.222,-12.775,0.0345,139.249,3,0.541
Ilaiyaraaja,Aayiram Kodi,6PPT7ShPgipMsDj0PXsnDB,1977,210826,28,0.889,0.321,0.716,0.000232,0.262,-10.666,0.0622,96.102,4,0.536
Various Artists,Aattukkutti Muttai,6v1yviqAP1n2NL7idqW1qV,1977,260186,32,0.918,0.331,0.655,0.0581,0.855,-12.753,0.121,190.988,4,0.839
Various Artists,Nilavu Oru Pennaagi,75g47HAIQIpFezwszkTb3X,1973,263573,38,0.93,0.402,0.662,5.13E-05,0.0675,-6.921,0.0641,74.685,4,0.931
Various Artists,Manjolai Kilithaano,5xXzaLQA1sNYTOm3so20Eu,1978,280213,34,0.864,0.414,0.715,0,0.347,-4.931,0.0537,111.491,4,0.769
Various Artists,Indha Pacchaikkilikkoru,7EzqkFRpcifzAey6yGzdel,1975,268560,32,0.903,0.497,0.527,0.000377,0.0974,-6.536,0.0273,95.171,3,0.949
Mohamed Raffee,Nee Kettal Naan,5uDukMbrlQHrtYTq7p6Gxn,1978,259040,37,0.988,0.41,0.471,0.00872,0.332,-11.092,0.0299,99.873,4,0.632
Ilaiyaraaja,Paneer Pushpangale,0vaQaNAJ6Ba4yR7PFm6kb4,1978,201039,32,0.688,0.366,0.504,0.000118,0.215,-6.056,0.0302,83.498,3,0.527
Various Artists,Chevvanthi Poo,0ZZvuGDHyvV7xI96IvD0YT,1977,274266,34,0.85,0.334,0.858,0.801,0.488,-6.734,0.301,139.302,4,0.607
Sankar Ganesh,Neeraadum,3neF7TQeMSmOJP5x2JE7kI,1972,209960,26,0.977,0.638,0.312,0.0694,0.154,-13.289,0.0315,104.821,4,0.773
Various Artists,Cholam Vidakkaiyile,2Ylj9lQBWVh8AZ0erzls3V,1977,166373,27,0.832,0.402,0.788,0.719,0.416,-6.523,0.0479,78.185,4,0.613
M. S. Viswanathan,Atho Vaaraandi,6xl73FKQ8vXq5xLQumtcVo,1980,276013,34,0.896,0.448,0.737,0.00314,0.312,-5.281,0.0376,90.561,3,0.729
M. S. Viswanathan,Kadavul Amaithu Vaitha,5zGqATw4Sc8oem7z2hHDTo,1974,375720,36,0.685,0.321,0.707,0.00528,0.222,-5.458,0.0792,143.075,4,0.64
M. S. Viswanathan,My Name Is Billa,2r3jr4EbEr5qcequiZ1gTC,1980,266840,31,0.96,0.444,0.725,0.000729,0.24,-5.842,0.0711,98.716,4,0.624
Various Artists,Naan Paartha,2HXgTWAC7BL826j2f4Qfei,1975,377533,21,0.853,0.352,0.647,0.0016,0.647,-10.543,0.181,64.844,4,0.906
Various Artists,Siritthu Vaazha Vendum,0YQcmwYZzxEiYCfWa8y8ja,1973,282640,31,0.981,0.389,0.761,0.000297,0.947,-3.958,0.109,155.295,4,0.926
Various Artists,Pachchaikkili,7bvTDRocCLJUdwPFgNhFYt,1973,336466,36,0.969,0.46,0.499,0.279,0.129,-12.382,0.0366,96.324,4,0.709
Various Artists,Oruvar Meedhu Oruvar,0d7ztt2pLK0hEboeeiqwrU,1975,209786,35,0.864,0.41,0.837,7.89E-05,0.241,-4.611,0.043,98.138,4,0.813
Various Artists,Ambigaiye Eswariye,1ufW3rbxgTp6Hzl8WciOyf,1972,263946,24,0.817,0.431,0.946,0.000145,0.279,-2.513,0.11,66.137,4,0.791
M. S. Viswanathan,Jin Jinukkan - Tmsounderrajan,7bcv2fF1XjAr7GQnCsJ1VN,1973,260533,29,0.92,0.363,0.686,0.00188,0.16,-8.951,0.236,66.613,4,0.695
M. S. Viswanathan,Naalai Namathe,4ckbqDeM0GFYph0Hrjd0MR,1975,292880,32,0.829,0.282,0.669,0.0432,0.219,-10.1,0.0774,144.889,4,0.606
M. S. Viswanathan,Kadaloram,5V94b7PuTnOVFVEWVGHEaH,1971,203920,35,0.969,0.65,0.372,0.00641,0.318,-12.657,0.107,109.038,4,0.865
M. S. Viswanathan,Naan Pollathavan,3siByQ9o6NzPEALVmHTFiq,1980,266813,33,0.698,0.361,0.887,0.00493,0.0948,-5.909,0.169,97.881,4,0.648
Ilaiyaraaja,Vaa Ponmayile,3vktZLKNSOc2j93PbNBr4G,1979,198453,37,0.777,0.586,0.524,0.64,0.045,-11.64,0.0309,96.338,3,0.746
K. V. Mahadevan,Pattikadaa Pattinama,1OyhpMNEnXZQGOqKQkz89P,1970,199200,27,0.898,0.515,0.564,0.000353,0.571,-8.13,0.36,67.618,4,0.804
Ilaiyaraaja,Vizhiyile Malarntha Thi,0cI1oiqTV3BohbzCucot6j,1977,263653,35,0.593,0.469,0.793,0.0556,0.349,-6.64,0.0615,108.68,3,0.742
M. S. Viswanathan,Azhagiya Thamizh Magal,3rxORXvLd6BDGJQx0eJx5b,1971,388316,29,0.991,0.43,0.493,0.723,0.233,-7.55,0.044,89.59,4,0.73
Various Artists,Poo Mazhai Thoovi,5Mz38s4M3wbdQ9ODMDMVt6,1975,372720,32,0.91,0.449,0.824,0.119,0.497,-4.77,0.0729,107.646,4,0.854
Ilaiyaraaja,Yae Paadal Ondru,7ytqifSuT0Zzm92PicuoYv,2020,281736,41,0.853,0.47,0.678,0.00177,0.0606,-7.174,0.0537,109.074,3,0.765
Various Artists,Kovil Mani Osai,33RZOFGrQNvYhs2Wlkhk5a,1978,283026,33,0.955,0.574,0.566,0.001,0.122,-5.365,0.0357,107.866,3,0.654
Ilaiyaraaja,Akkarai Seemai,5vMVZ7PbpIq6GbBMJWpY6c,2020,268361,39,0.367,0.502,0.542,0.00053,0.0939,-10.793,0.0361,89.002,4,0.939
K. V. Mahadevan,Oru Pakkam Paakira,4WCAeI9RFiC61bdhS5v1aK,1970,192226,32,0.936,0.497,0.397,0.000183,0.151,-9.656,0.312,55.713,4,0.851
M. S. Viswanathan,Irumanam Konda,0Gi0TtyagGkiapaj0EeOIl,1977,368053,25,0.988,0.451,0.269,0.11,0.112,-15.417,0.0694,103.558,4,0.839
M. S. Viswanathan,Neela Nayanangalil,0p1kh5DNKvGodKmWpWCRL4,1975,263866,32,0.989,0.436,0.63,0.911,0.347,-6.325,0.0339,125.059,4,0.76
Various Artists,Aval Oru Navarasa,3gWSymRDdZBw3y0lnLVOZl,1973,213680,35,0.943,0.474,0.439,0.00108,0.114,-13.128,0.0362,116.609,4,0.761
Various Artists,Aagaya Pandhalile,0HDTA0D1fkzJIYQ59niRs5,1973,206640,40,0.911,0.429,0.763,0.00407,0.312,-4.798,0.0327,86.69,4,0.843
M. S. Viswanathan,Kannile Enna Undu,3Q63uWykiD741dfOGVmKwJ,1974,242293,28,0.97,0.384,0.438,0.205,0.364,-11.064,0.0438,79.667,4,0.769
Various Artists,Namma Ooru,3L9Xrbgb8APzuHpXCxKbt4,1979,214493,31,0.811,0.523,0.767,0.00182,0.174,-6.417,0.0837,79.486,4,0.918
Ilaiyaraaja,Yetho Ninaivugal,7frzF3yaouLmoanIF9tmlp,1980,264533,42,0.911,0.245,0.572,0.0337,0.194,-6.553,0.0433,178.026,3,0.397
Various Artists,Lilly Malarukku,0bzIoROV6xQk5uHyS9z7HS,1973,324160,30,0.866,0.401,0.609,0.0537,0.33,-10.602,0.0477,130.514,4,0.738
M. S. Viswanathan,Manaivi Amaivathellam,2xw4jRCy7ou2arvF1tldyv,1976,201320,30,0.955,0.433,0.478,0.645,0.0511,-10.355,0.0547,114.57,4,0.802
Vijayabhaskar,Samsaram Enbathu,3OiethmUWxzdYl1UA8YzVX,1975,267040,34,0.981,0.322,0.704,9.73E-05,0.0996,-4.635,0.0342,85.444,3,0.599
K. V. Mahadevan,Azhagukku,0xgpM5iSvL3S34OfoiWz7k,1972,298960,30,0.946,0.424,0.406,0.0014,0.182,-13.988,0.045,129.719,4,0.816
M. S. Viswanathan,Madhana Maaligayil,7eRTOW0rexcEsiV4hgfiKT,1973,274520,34,0.849,0.299,0.622,0.0353,0.18,-5.727,0.0345,130.193,4,0.537
